Date,Close/Last,Volume,Open,High,Low
4/8/2022,222.33,"18,375,710.00",222.38,225.13,220.03
4/7/2022,222.95,"21,037,190.00",223.93,225.52,218.56
4/6/2022,223.30,"28,995,080.00",226.91,228.99,221.41
4/5/2022,231.84,"29,727,180.00",234.08,236.86,231.02
4/4/2022,233.89,"28,100,830.00",225.98,234.35,225.86
4/1/2022,224.85,"19,544,760.00",224.55,227.28,222.70
3/31/2022,222.36,"24,192,270.00",228.45,228.49,222.26
3/30/2022,227.85,"25,588,050.00",228.91,231.15,226.71
3/29/2022,229.86,"31,417,860.00",226.07,230.89,225.29
3/28/2022,223.59,"26,224,140.00",222.13,224.04,219.54
3/25/2022,221.82,"40,039,030.00",220.51,225.50,218.89
3/24/2022,219.57,"31,502,310.00",215.00,220.67,214.79
3/23/2022,213.46,"23,717,320.00",213.33,216.80,212.16
3/22/2022,216.65,"31,998,800.00",211.37,219.46,210.18
3/21/2022,211.49,"30,142,340.00",214.50,214.71,207.63
3/18/2022,216.49,"52,127,980.00",206.70,216.80,206.00
3/17/2022,207.84,"29,499,680.00",201.70,208.04,201.11
3/16/2022,203.63,"40,640,260.00",194.70,203.73,194.52
3/15/2022,192.03,"31,721,680.00",190.80,192.28,185.91
3/14/2022,186.63,"31,010,460.00",187.03,192.29,185.82
3/11/2022,187.61,"34,694,530.00",192.64,193.56,186.67
3/10/2022,195.21,"24,852,980.00",194.84,196.28,191.07
3/9/2022,198.50,"31,894,700.00",195.74,199.10,193.92
3/8/2022,190.29,"37,508,150.00",187.85,196.70,186.11
3/7/2022,187.47,"38,560,610.00",200.79,200.89,187.28
3/4/2022,200.06,"32,146,260.00",202.37,205.89,198.79
3/3/2022,202.97,"27,263,520.00",209.02,209.08,201.42
3/2/2022,208.11,"29,452,150.00",204.78,209.15,202.02
3/1/2022,203.49,"27,094,900.00",209.87,211.75,202.22
2/28/2022,211.03,"34,239,800.00",207.68,213.15,206.83
2/25/2022,210.48,"37,627,550.00",204.94,211.32,203.18
2/24/2022,207.60,"49,957,170.00",191.06,208.35,190.22
2/23/2022,198.45,"44,481,360.00",204.16,206.94,198.05
2/22/2022,202.08,"39,852,390.00",202.34,207.48,200.06
2/18/2022,206.16,"37,128,440.00",209.39,210.75,205.18
2/17/2022,207.71,"38,747,530.00",214.02,217.50,207.16
2/16/2022,216.54,"45,817,460.00",212.41,217.46,212.36
2/15/2022,221.00,"42,685,470.00",220.47,221.15,215.06
2/14/2022,217.70,"38,184,040.00",219.31,221.00,214.78
2/11/2022,219.55,"46,156,940.00",228.46,230.42,218.77
2/10/2022,228.07,"49,310,360.00",228.27,235.00,226.70
2/9/2022,232.00,"86,563,280.00",224.20,233.37,222.21
2/8/2022,220.18,"94,729,670.00",220.85,225.77,216.15
2/7/2022,224.91,"88,613,830.00",237.70,238.30,224.01
2/4/2022,237.09,"89,342,250.00",234.97,242.61,230.11
2/3/2022,237.76,"188,119,900.00",244.65,248.00,235.75
2/2/2022,323.00,"58,458,280.00",327.82,328.00,316.87
2/1/2022,319.00,"18,023,800.00",314.56,319.66,312.12
1/31/2022,313.26,"21,579,470.00",300.68,313.79,299.32
1/28/2022,301.71,"21,871,620.00",295.62,301.90,293.03
1/27/2022,294.64,"21,629,920.00",297.75,301.71,294.26
1/26/2022,294.63,"28,348,800.00",307.01,307.51,290.85
1/25/2022,300.15,"25,108,450.00",299.95,306.23,297.58
1/24/2022,308.71,"38,936,900.00",297.84,309.53,289.01
1/21/2022,303.17,"28,710,720.00",314.81,318.31,303.04
1/20/2022,316.56,"16,925,030.00",323.90,327.82,315.98
1/19/2022,319.59,"20,814,740.00",319.58,327.10,319.33
1/18/2022,318.15,"22,677,330.00",323.29,324.21,317.64
1/14/2022,331.90,"16,868,500.00",321.79,332.73,321.21
1/13/2022,326.48,"14,797,110.00",334.98,335.63,325.76
1/12/2022,333.26,"14,104,860.00",335.18,336.37,330.03
1/11/2022,334.37,"16,226,850.00",326.78,334.63,325.28
1/10/2022,328.07,"24,942,380.00",325.31,328.34,315.43
1/7/2022,331.79,"14,722,020.00",332.74,337.00,328.88
1/6/2022,332.46,"27,962,810.00",322.82,339.17,322.72
1/5/2022,324.17,"20,564,520.00",333.02,335.76,323.84
1/4/2022,336.53,"15,997,970.00",339.95,343.09,331.87
1/3/2022,338.54,"14,562,850.00",338.30,341.08,337.19
