Date,Close/Last,Volume,Open,High,Low
7/18/2022,167.23,"23,574,340.00",166.75,171.69,165.64
7/15/2022,164.70,"23,342,810.00",160.54,164.98,159.82
7/14/2022,158.05,"23,765,170.00",161.22,162.59,157.28
7/13/2022,163.49,"16,555,140.00",160.16,164.98,159.61
7/12/2022,163.27,"16,639,660.00",164.80,165.91,162.10
7/11/2022,162.88,"21,905,130.00",167.07,167.49,161.91
7/8/2022,170.88,"19,249,240.00",169.98,172.40,168.15
7/7/2022,172.19,"24,083,370.00",169.45,172.72,167.78
7/6/2022,169.77,"23,085,920.00",168.20,171.59,165.46
7/5/2022,168.19,"28,664,800.00",158.14,168.25,157.02
7/1/2022,160.03,"31,423,930.00",160.31,160.62,155.00
6/30/2022,161.25,"35,250,610.00",162.15,165.23,158.49
6/29/2022,163.94,"28,595,240.00",163.57,166.33,160.32
6/28/2022,160.68,"27,788,730.00",169.90,171.30,160.61
6/27/2022,169.49,"29,174,560.00",171.32,171.75,168.01
6/24/2022,170.16,"68,736,010.00",161.73,170.25,161.30
6/23/2022,158.75,"40,499,200.00",156.27,159.75,154.25
6/22/2022,155.85,"47,596,820.00",158.38,160.79,155.44
6/21/2022,157.05,"50,724,900.00",165.93,167.76,155.97
6/17/2022,163.74,"31,374,220.00",161.68,165.90,159.90
6/16/2022,160.87,"26,944,140.00",163.72,165.08,159.61
6/15/2022,169.35,"30,008,250.00",167.20,172.16,163.98
6/14/2022,163.73,"27,244,270.00",166.03,166.75,161.36
6/13/2022,164.26,"31,749,300.00",170.59,172.58,164.03
6/10/2022,175.57,"27,478,350.00",183.04,183.10,175.02
6/9/2022,184.00,"23,501,580.00",194.28,199.45,183.68
6/8/2022,196.64,"22,267,150.00",194.67,202.03,194.41
6/7/2022,195.65,"18,828,690.00",191.93,196.53,191.49
6/6/2022,194.25,"30,574,240.00",193.99,196.92,188.40
6/3/2022,190.78,"19,464,990.00",195.98,196.61,189.78
6/2/2022,198.86,"31,951,580.00",188.45,200.94,187.73
6/1/2022,188.64,"36,623,500.00",196.51,199.53,185.00
5/31/2022,193.64,"26,131,100.00",194.89,197.60,192.01
5/27/2022,195.13,"22,562,730.00",191.36,195.33,189.80
5/26/2022,191.63,"23,056,460.00",182.88,192.83,182.26
